일시,가시리풍력,김녕풍력,동복풍력,신창풍력,행원풍력,풍력전체
2023-01-05,38021.76,713.7,16128,306.18,2816.903,57986.543
2023-01-06,26032.32,1186.2,49420.8,968.04,4739.713,82347.073
2023-01-07,71652.96,3111.48,388108.8,4081.68,62788.182,529743.102
2023-01-08,30612.96,260.1,8784,251.64,760.836,40669.536
2023-01-09,89161.92,5415.48,150163.2,6607.98,28290.442,279639.022
2023-01-10,69609.6,1755.54,38476.8,165.6,11547.626,121555.166
2023-01-11,155.52,192.24,10684.8,1627.2,1.8,12661.56
2023-01-12,44894.88,1749.42,128016,8448.66,8263.779,191372.739
2023-01-13,104922.72,2138.94,217584,7603.2,30599.689,362848.549
2023-01-14,203542.56,4336.74,100742.4,19414.44,25417.794,353453.934
2023-01-15,221374.08,6231.96,497030.4,20448.72,71534.781,816619.941
2023-01-16,171954.72,3433.86,540748.8,25074.54,76359.448,817571.368
2023-01-17,146537.28,9494.46,278179.2,16319.52,52752.874,503283.334
2023-01-18,16283.52,4045.68,118828.8,8164.26,23350.647,170672.907
2023-01-19,9328.32,2745,87321.6,6038.64,13169.517,118603.077
2023-01-20,99626.4,7515,297907.2,17959.5,43543.747,466551.847
2023-01-21,147386.88,2502,67363.2,6635.16,13721.92,237609.16
2023-01-22,19527.84,5376.24,138643.2,8266.14,21694.069,193507.489
2023-01-23,130055.04,4025.7,219456,15121.08,25764.909,394422.729
2023-01-24,91133.28,0.9,628156.8,5526.36,24043.793,748861.133
2023-01-25,63133.92,70.56,164678.4,1843.02,13730.357,243456.257
2023-01-26,17981.28,392.04,20419.2,2979.54,1031.409,42803.469
2023-01-27,119242.08,3175.2,583430.4,22676.76,44828.559,773352.999
2023-01-28,75130.56,4114.08,479462.4,19619.46,39492.857,617819.357
2023-01-29,14035.68,9172.08,316137.6,20020.14,29445.785,388811.285
2023-01-30,73517.76,2624.94,228729.6,8362.62,24204.094,337439.014
2023-01-31,26483.04,436.32,3168,3575.16,837.227,34499.747
2023-02-01,94775.04,3715.2,215395.2,12148.38,23955.896,349989.716
2023-02-02,192144.96,2248.02,129196.8,18610.74,17907.799,360108.319
2023-02-03,192163.68,7606.26,168134.4,17771.4,31217.521,416893.261
2023-02-04,80447.04,5044.32,113990.4,16849.8,19800.065,236131.625
2023-02-05,54508.32,180.9,201.6,4710.06,96.421,59697.301
2023-02-06,12330.72,853.38,22003.2,6077.52,3974.959,45239.779
2023-02-07,82104.48,1498.14,20764.8,11246.58,5269.029,120883.029
2023-02-08,143013.6,2916.18,74793.6,19241.1,26007.144,265971.624
2023-02-09,61113.6,4780.44,138729.6,10428.12,38479.411,253531.171
2023-02-10,176342.4,3306.6,191491.2,14982.12,50493.296,436615.616
2023-02-11,16155.36,1203.48,19929.6,3391.56,13058.258,53738.258
2023-02-12,36241.92,5036.4,133718.4,8330.04,31886.18,215212.94
2023-02-13,112214.88,5424.48,152323.2,18762.12,40775.607,329500.287
2023-02-14,131941.44,7649.82,185212.8,22671,44520.009,391995.069
2023-02-15,169953.12,1489.86,42134.4,12546.18,19395.476,245519.036
2023-02-16,52823.52,1746,4809.6,5216.04,9291.524,73886.684
2023-02-17,331.2,634.14,18604.8,694.08,7557.073,27821.293
2023-02-18,15711.84,235.08,7516.8,1006.74,4171.568,28642.028
2023-02-19,179468.64,1219.5,471254.4,17172.18,80527.245,749641.965
2023-02-20,126339.84,2460.78,415065.6,18586.8,68820.527,631273.547
2023-02-21,115580.16,1709.46,169142.4,11171.7,30848.138,328451.858
2023-02-22,17775.36,246.6,4233.6,3042.36,1790.294,27088.214
2023-02-23,82792.8,1462.14,36633.6,7853.22,12717.328,141459.088
2023-02-24,150796.8,3523.14,235612.8,16418.52,41659.921,448011.181
2023-02-25,114560.64,1287.18,377856,14885.28,63346.223,571935.323
2023-02-26,109317.6,1765.98,59644.8,9422.64,15662.394,195813.414
2023-02-27,2112.48,356.94,2851.2,1368.9,1228.966,7918.486
2023-02-28,19545.12,607.5,1584,3497.22,1744.821,26978.661
2023-03-01,64499.04,4089.96,246182.4,9811.8,35762.317,360345.517
2023-03-02,143543.52,7830.9,388540.8,13592.52,60830.835,614338.575
2023-03-03,104179.68,1354.14,44352,7156.98,28142.598,185185.398
2023-03-04,58510.08,439.38,11347.2,3027.24,6260.86,79584.76
2023-03-05,4417.92,376.56,3139.2,638.1,1114.037,9685.817
2023-03-06,6160.32,228.06,2332.8,1691.46,1286.595,11699.235
2023-03-07,19285.92,262.44,979.2,6687.54,3553.255,30768.355
2023-03-08,97499.52,928.62,5587.2,12659.22,15341.699,132016.259
2023-03-09,77921.28,1407.42,19785.6,5148.36,19993.891,124256.551
2023-03-10,3097.44,225.54,748.8,2002.14,2585.15,8659.07
2023-03-11,16260.48,410.04,13276.8,5594.04,5398.593,40939.953
2023-03-12,70536.96,520.56,321350.4,5638.32,44279.345,442325.585
2023-03-13,72869.76,1472.4,223632,2618.46,37787.644,338380.264
2023-03-14,37882.08,1792.8,75542.4,7079.58,26567.369,148864.229
2023-03-15,59158.08,1758.06,18115.2,7536.24,26782.419,113349.999
2023-03-16,127746.72,2622.24,69667.2,16369.38,48423.269,264828.809
2023-03-17,36865.44,4827.96,93398.4,6943.5,63945.699,205980.999
2023-03-18,97492.32,5018.4,107596.8,11182.14,63171.588,284461.248
2023-03-19,83435.04,2314.98,31708.8,4650.48,44142.891,166252.191
2023-03-20,826.56,249.12,12960,437.76,3651.326,18124.766
2023-03-21,11185.92,2199.6,60278.4,1258.38,8660.365,83582.665
2023-03-22,2391.84,1050.48,38188.8,181.8,18951.913,60764.833
2023-03-23,85233.6,5962.32,102441.6,10317.78,50626.08,254581.38
2023-03-24,40318.56,4605.12,58953.6,11197.44,52145.198,167219.918
2023-03-25,19294.56,4264.2,91699.2,3889.8,49677.168,168824.928
2023-03-26,110638.08,6345,114480,7298.28,60481.574,299242.934
2023-03-27,154909.44,7093.26,150681.6,5199.12,72065.111,389948.531
2023-03-28,18213.12,738.36,9820.8,1653.48,13569.292,43995.052
2023-03-29,391.68,339.12,2505.6,109.44,3197.369,6543.209
2023-03-30,4155.84,349.74,16675.2,1268.46,2180.256,24629.496
2023-03-31,10032.48,255.96,979.2,3353.22,1969.748,16590.608
2023-04-01,19065.6,1379.88,28684.8,863.28,13383.782,63377.342
2023-04-02,71488.8,5165.46,158659.2,4211.1,79436.606,318961.166
2023-04-03,73789.92,2599.74,262339.2,1240.56,100799.553,440768.973
2023-04-04,151264.8,5961.96,260870.4,12867.48,91940.737,522905.377
2023-04-05,135551.52,2977.92,160848,5092.74,83060.129,387530.309
2023-04-06,55255.68,4776.48,105494.4,6494.4,58606.694,230627.654
2023-04-07,148400.64,11098.26,291340.8,20525.58,105057.312,576422.592
2023-04-08,101733.12,9192.96,187488,8882.28,77911.141,385207.501
2023-04-09,19353.6,1520.64,55036.8,409.32,20703.336,97023.696
2023-04-10,71938.08,1352.88,18345.6,11302.92,20744.004,123683.484
2023-04-11,117214.56,6631.92,193449.6,13385.34,69749.911,400431.331
2023-04-12,126800.64,5228.28,89827.2,12222.54,45666.371,279745.031
2023-04-13,35457.12,2194.38,35654.4,3546.72,12283.961,89136.581
2023-04-14,45851.04,4897.98,148838.4,6562.62,49758.009,255908.049
2023-04-15,79336.8,6399.36,111168,11100.96,42851.003,250856.123
2023-04-16,59587.2,1694.7,146390.4,10952.28,40920.431,259545.011
2023-04-17,41662.08,3935.88,176112,10148.22,21793.381,253651.561
2023-04-18,187045.92,4419.36,316512,8144.28,23444.435,539565.995
2023-04-19,9479.52,365.04,31593.6,4730.22,3179.779,49348.159
2023-04-20,19782.72,1228.68,27792,1873.8,10106.223,60783.423
2023-04-21,107841.6,3577.32,89366.4,14205.6,56782.314,271773.234
2023-04-22,60505.92,13492.8,221011.2,4769.1,98833.527,398612.547
2023-04-23,95443.2,8191.44,284544,9916.02,100943.003,499037.663
2023-04-24,60773.76,7111.44,189763.2,13786.02,110095.501,381529.921
2023-04-25,15914.88,3733.38,70560,4576.14,56425.301,151209.701
2023-04-26,97319.52,6763.5,135043.2,11052.18,79675.975,329854.375
2023-04-27,27103.68,1337.04,35193.6,1935.72,19794.79,85364.83
2023-04-28,21451.68,3489.84,175392,11106.18,49347.995,260787.695
2023-04-29,75558.24,4707.54,186998.4,9475.74,60062.278,336802.198
2023-04-30,55127.52,2404.44,170784,4229.46,54121.364,286666.784
2023-05-01,2730.24,2373.66,68025.6,1579.68,14007.305,88716.485
2023-05-02,12965.76,1360.8,41356.8,4968.9,9269.751,69922.011
2023-05-03,65462.4,4145.4,273888,15263.28,48134.654,406893.734
2023-05-04,160872.48,6085.62,453427.2,15592.5,112162.413,748140.213
2023-05-05,205050.24,1.8,499161.6,18436.14,88789.479,811439.259
2023-05-06,41294.88,4167.18,93340.8,3262.5,21035.352,163100.712
2023-05-07,103322.88,492.84,263404.8,4020.66,45184.113,416425.293
2023-05-08,54768.96,250.02,23126.4,2489.94,9473.585,90108.905
2023-05-09,55677.6,1381.32,3542.4,1976.04,24016.483,86593.843
2023-05-10,95057.28,2225.16,0,1704.42,36359.379,135346.239
2023-05-11,15311.52,1134.72,9504,738.18,8500.157,35188.577
2023-05-12,5201.28,560.16,24998.4,1085.58,12393.632,44239.052
2023-05-13,12768.48,723.24,17366.4,3857.22,14666.62,49381.96
2023-05-14,12677.76,452.34,6969.6,1624.5,14828.612,36552.812
2023-05-15,21728.16,764.64,41356.8,8455.86,7486.745,79792.205
2023-05-16,7133.76,182.7,576,4509.9,858.904,13261.264
2023-05-17,66277.44,3536.28,140025.6,9580.68,53225.419,272645.419
2023-05-18,114845.76,4396.14,357724.8,9548.46,105033.463,591548.623
2023-05-19,77819.04,149.76,39801.6,7158.6,38560.592,163489.592
2023-05-20,1712.16,633.42,8035.2,274.14,17271.363,27926.283
2023-05-21,508.32,2092.14,46598.4,991.08,68128.082,118318.022
2023-05-22,128620.8,2997,46684.8,9457.02,59233.158,246992.778
2023-05-23,59876.64,1738.44,48124.8,2858.22,50946.54,163544.64
2023-05-24,1126.08,169.02,979.2,469.98,3909.04,6653.32
2023-05-25,9652.32,1195.74,24480,2804.04,29934.374,68066.474
2023-05-26,16685.28,1398.06,24998.4,6841.98,26382.108,76305.828
2023-05-27,132724.8,4922.46,267004.8,15152.94,118821.917,538626.917
2023-05-28,128774.88,4091.58,165340.8,13704.3,97990.077,409901.637
2023-05-29,64882.08,524.7,15062.4,6121.62,14702.586,101293.386
2023-05-30,7835.04,21.24,58550.4,254.7,62039.808,128701.188
2023-05-31,15373.44,896.76,126144,914.76,101605.685,244934.645
2023-06-01,69.12,780.84,32256,231.48,34467.822,67805.262
2023-06-02,122002.56,3916.26,72489.6,5305.32,84404.395,288118.135
2023-06-03,73883.52,5282.82,88272,5573.88,108078.093,281090.313
2023-06-04,80975.52,1811.16,41184,202.86,73273.76,197447.3
2023-06-05,89667.36,1731.06,43545.6,499.32,45804.563,181247.903
2023-06-06,5976,1203.3,43430.4,1279.62,43707.72,95597.04
2023-06-07,8804.16,561.6,16502.4,1110.42,19282.134,46260.714
2023-06-08,5729.76,741.24,19785.6,969.84,14572.534,41798.974
2023-06-09,10107.36,189.9,3139.2,3724.38,2760.79,19921.63
2023-06-10,16881.12,1951.92,55382.4,4320.36,48721.553,127257.353
2023-06-11,1215.36,532.98,18403.2,851.04,9802.532,30805.112
2023-06-12,1177.92,96.66,1756.8,596.52,664.525,4292.425
2023-06-13,2616.48,199.44,518.4,395.46,3814.878,7544.658
2023-06-14,11622.24,598.32,8179.2,729.18,16204.43,37333.37
2023-06-15,17737.92,646.38,9072,1195.02,17217.706,45869.026
2023-06-16,1674.72,341.82,2073.6,206.82,5012.986,9309.946
2023-06-17,200.16,353.7,2563.2,444.78,2450.392,6012.232
2023-06-18,1.44,432.18,5299.2,38.88,9069.083,14840.783
2023-06-19,4036.32,2358.9,61545.6,610.38,48474.702,117025.902
2023-06-20,30216.96,2269.26,78249.6,8282.52,62965.357,181983.697
2023-06-21,31655.52,5187.24,125596.8,6116.58,74176.539,242732.679
2023-06-22,26550.72,5345.1,115920,1928.7,98766.495,248511.015
2023-06-23,10380.96,636.66,30528,538.38,8311.198,50395.198
2023-06-24,9339.84,3042,90691.2,3070.98,61733.577,167877.597
2023-06-25,32232.96,2734.92,132307.2,6869.52,44893.642,219038.242
2023-06-26,143334.72,4561.38,233136,10091.16,51900.217,443023.477
2023-06-27,133541.28,1134,51091.2,10160.82,17438.632,213365.932
2023-06-28,106204.32,808.56,38563.2,7211.7,15283.368,168071.148
2023-06-29,162169.92,1284.84,35481.6,11360.16,56095.947,266392.467
2023-06-30,57022.56,1514.88,40867.2,4286.7,18700.759,122392.099
2023-07-01,2554.56,581.94,10569.6,9.36,13782.485,27497.945
2023-07-02,3399.84,793.08,17625.6,1760.4,13060.232,36639.152
2023-07-03,5332.32,569.88,8496,937.8,2510.578,17846.578
2023-07-04,1316.16,1425.96,47635.2,5248.08,16646.432,72271.832
2023-07-05,40501.44,4727.34,110851.2,3123.54,33419.863,192623.383
2023-07-06,7748.64,270.72,7430.4,2164.68,3594.394,21208.834
2023-07-07,26717.76,875.34,35510.4,4136.58,17584.067,84824.147
2023-07-08,37584,492.12,15552,5320.44,11503.127,70451.687
2023-07-09,42379.2,322.92,4867.2,5168.88,7112.757,59850.957
2023-07-10,83674.08,2292.84,54892.8,7276.5,32757.741,180893.961
2023-07-11,136896.48,1637.82,31075.2,9960.12,35456.93,215026.55
2023-07-12,148158.72,1163.16,41299.2,7091.64,20347.979,218060.699
2023-07-13,151112.16,2924.28,119779.2,9587.88,40280.615,323684.135
2023-07-14,174006.72,3007.62,333878.4,14169.42,109214.431,634276.591
2023-07-15,142282.08,4056.3,186681.6,13111.92,83521.317,429653.217
2023-07-16,148740.48,1236.42,66988.8,9707.22,20068.237,246741.157
2023-07-17,87693.12,1011.24,84499.2,7584.66,6880.18,187668.4
2023-07-18,140162.4,2893.5,162604.8,10629.72,22039.758,338330.178
2023-07-19,32641.92,2741.22,74505.6,6069.24,32328.774,148286.754
2023-07-20,790.56,95.76,604.8,67.32,756.919,2315.359
2023-07-21,4694.4,1027.44,55296,5864.22,36769.408,103651.468
2023-07-22,149299.2,2367.9,190857.6,12376.98,67615.078,422516.758
2023-07-23,143527.68,2957.4,194428.8,8317.62,69736.4,418967.9
2023-07-24,88627.68,876.42,50889.6,4644.72,39203.277,184241.697
2023-07-25,11291.04,1345.5,80726.4,5088.78,29607.456,128059.176
2023-07-26,25708.32,790.92,70041.6,5119.56,35148.382,136808.782
2023-07-27,34200,1164.06,89798.4,7963.74,54195.268,187321.468
2023-07-28,31754.88,1096.02,95702.4,3924.54,34662.016,167139.856
2023-07-29,21028.32,879.3,71654.4,6582.6,21339.598,121484.218
2023-07-30,17117.28,1020.78,65865.6,4462.56,16249.497,104715.717
2023-07-31,2570.4,209.16,31622.4,1130.4,1346.228,36878.588
2023-08-01,3607.2,363.6,29260.8,1539.9,10030.154,44801.654
2023-08-02,4524.48,563.4,31017.6,1375.56,7847.12,45328.16
2023-08-03,17036.64,1608.66,79056,4750.56,34615.463,137067.323
2023-08-04,21247.2,1739.34,84038.4,4290.66,41670.423,152986.023
2023-08-05,22037.76,202.5,16387.2,5121,12592.823,56341.283
2023-08-06,63848.16,319.5,17769.6,8484.12,11603.911,102025.291
2023-08-07,49217.76,1208.88,36057.6,5851.26,27963.388,120298.888
2023-08-08,113947.2,2789.46,125395.2,10065.78,83145.845,335343.485
2023-08-09,192761.28,362.52,394272,9651.06,127620.172,724667.032
2023-08-10,108077.76,2161.26,382435.2,2262.06,112566.001,607502.281
2023-08-11,16392.96,553.68,33753.6,1162.8,10270.52,62133.56
2023-08-12,3922.56,152.1,13161.6,100.62,4114.717,21451.597
2023-08-13,31.68,533.88,8812.8,658.8,5262.788,15299.948
2023-08-14,4697.28,776.34,28771.2,131.4,11864.352,46240.572
2023-08-15,3215.52,203.58,4176,720.18,5457.359,13772.639
2023-08-16,10512,229.32,5126.4,897.3,2983.334,19748.354
2023-08-17,11952,251.1,4147.2,436.68,5625.102,22412.082
2023-08-18,11808,715.32,24940.8,1990.8,25272.136,64727.056
2023-08-19,506.88,294.84,2188.8,31.32,6617.981,9639.821
2023-08-20,2141.28,418.32,10540.8,176.58,10763.477,24040.457
2023-08-21,25555.68,2372.94,143827.2,2097.18,57504.338,231357.338
2023-08-22,58862.88,2439.9,195897.6,3080.7,63096.764,323377.844
2023-08-23,75270.24,1193.94,47088,3229.02,77538.289,204319.489
2023-08-24,18233.28,1575,48758.4,775.62,41131.08,110473.38
2023-08-25,5988.96,388.26,17539.2,61.02,16967.065,40944.505
2023-08-26,18061.92,165.42,4665.6,343.98,4741.81,27978.73
2023-08-27,1064.16,1215.18,29145.6,302.22,37193.63,68920.79
2023-08-28,114628.32,3664.8,192844.8,2784.42,111072.152,424994.492
2023-08-29,56531.52,1339.02,54374.4,1022.04,49465.765,162732.745
2023-08-30,43414.56,898.2,17395.2,4015.62,22839.359,88562.939
2023-08-31,98101.44,659.52,11635.2,7167.24,24070.693,141634.093
2023-09-01,38204.64,543.06,21456,5660.82,23136.631,89001.151
2023-09-02,24340.32,1045.26,72518.4,6168.78,38394.115,142466.875
2023-09-03,9457.92,1272.78,60912,3236.22,22996.841,97875.761
2023-09-04,11717.28,427.68,28310.4,3536.64,10462.274,54454.274
2023-09-05,22256.64,477.54,16905.6,4163.76,11896.529,55700.069
2023-09-06,29766.24,256.68,6710.4,1180.8,6206.113,44120.233
2023-09-07,30270.24,1522.98,35740.8,970.56,50395.701,118900.281
2023-09-08,20227.68,1442.16,39484.8,3749.94,48300.718,113205.298
2023-09-09,2787.84,115.2,1987.2,644.4,492.856,6027.496
2023-09-10,1265.76,48.78,7516.8,817.2,6619.923,16268.463
2023-09-11,1393.92,102.42,432,1285.38,1260.56,4474.28
2023-09-12,334.08,34.56,5270.4,460.8,2765.444,8865.284
2023-09-13,3870.72,57.24,40147.2,1701.54,23895.551,69672.251
2023-09-14,30621.6,1.08,16502.4,2611.08,7907.187,57643.347
2023-09-15,13212,70.02,18979.2,1323,2738.042,36322.262
2023-09-16,24114.24,17.64,25200,2916.36,13723.824,65972.064
2023-09-17,7037.28,28.44,36835.2,747,13184.843,57832.763
2023-09-18,3900.96,84.24,5299.2,390.42,753.019,10427.839
2023-09-19,1481.76,80.64,3542.4,179.1,2397.751,7681.651
2023-09-20,88649.28,7.92,145612.8,11198.34,54720.59,300188.93
2023-09-21,131938.56,3735.72,328694.4,13063.14,134520.497,611952.317
2023-09-22,61073.28,192.6,1785.6,3718.26,19121.437,85891.177
2023-09-23,47344.32,3260.34,145641.6,8404.56,113400.351,318051.171
2023-09-24,87559.2,4093.74,339350.4,4367.16,204255.914,639626.414
2023-09-25,7871.04,1335.78,86284.8,803.16,107273.207,203567.987
2023-09-26,15186.24,804.78,26870.4,744.12,22371.688,65977.228
2023-09-27,22295.52,1447.56,50313.6,1245.42,54827.755,130129.855
2023-09-28,44182.08,1492.92,44956.8,3677.22,47010.787,141319.807
2023-09-29,42009.12,657.9,10972.8,2611.44,20631.528,76882.788
2023-09-30,60769.44,1315.62,28396.8,8202.06,18835.06,117518.98
2023-10-01,127725.12,4367.52,87926.4,11892.42,56109.873,288021.333
2023-10-02,49194.72,2217.24,41414.4,6889.5,28861.47,128577.33
2023-10-03,12202.56,3142.8,59961.6,5172.66,83016.066,163495.686
2023-10-04,64144.8,2009.88,41443.2,8946.9,57288.593,173833.373
2023-10-05,161860.32,10336.68,306201.6,18211.68,177413.572,674023.852
2023-10-06,136847.52,761.76,39628.8,10927.44,28712.45,216877.97
2023-10-07,44975.52,1331.46,14659.2,8965.8,32657.291,102589.271
2023-10-08,56344.32,8537.58,250617.6,7048.98,205853.275,528401.755
2023-10-09,43662.24,2807.1,58348.8,10210.5,68734.047,183762.687
2023-10-10,64270.08,3350.34,94262.4,12231.54,61775.586,235889.946
2023-10-11,41929.92,2566.62,74044.8,6699.78,53447.463,178688.583
2023-10-12,17591.04,1650.6,40176,7432.02,42246.35,109096.01
2023-10-13,24461.28,913.5,20361.6,4927.68,20527.427,71191.487
2023-10-14,16882.56,2910.24,73612.8,4199.58,66283.836,163889.016
2023-10-15,31086.72,6750,205689.6,10710.36,149334.6,403571.28
2023-10-16,115601.76,6366.42,197107.2,12486.42,127530.993,459092.793
2023-10-17,97776,5516.28,121651.2,10045.8,106434.646,341423.926
2023-10-18,2504.16,244.98,1872,238.5,4752.28,9611.92
2023-10-19,1470.24,148.5,4233.6,89.82,130.117,6072.277
2023-10-20,174929.76,7742.7,405676.8,19656.72,137674.349,745680.329
2023-10-21,60488.64,8468.64,249494.4,12172.68,140945.59,471569.95
2023-10-22,42199.2,1373.22,27504,1419.66,42837.978,115334.058
2023-10-23,1604.16,131.4,777.6,0,50.885,2564.045
2023-10-24,110.88,89.64,0,27,0,227.52
2023-10-25,3916.8,160.38,1296,0,961.659,6334.839
2023-10-26,5024.16,1911.6,83721.6,1259.82,41819.844,133737.024
2023-10-27,120538.08,7882.56,143884.8,11313.54,140545.152,424164.132
2023-10-28,75414.24,892.26,28281.6,2968.56,25030.159,132586.819
2023-10-29,2928.96,183.24,2332.8,5.22,6547.437,11997.657
2023-10-30,18.72,208.44,6912,121.68,2451.707,9712.547
2023-10-31,852.48,205.2,316.8,67.68,1672.321,3114.481
2023-11-01,8742.24,143.1,3657.6,3031.56,351.937,15926.437
2023-11-02,27876.96,444.06,11318.4,3187.98,6001.426,48828.826
2023-11-03,23150.88,535.68,21513.6,2614.14,13684.034,61498.334
2023-11-04,3450.24,645.66,47404.8,726.3,21629.117,73856.117
2023-11-05,145506.24,2793.6,216835.2,12819.24,114666.595,492620.875
2023-11-06,144066.24,614.34,487872,13595.4,222545.847,868693.827
2023-11-07,115269.12,4690.98,307209.6,13473.18,204054.679,644697.559
2023-11-08,26032.32,591.66,28569.6,3463.92,19384.939,78042.439
2023-11-09,9390.24,384.84,26352,2997.72,7457.451,46582.251
2023-11-10,149261.76,4995.36,329673.6,16777.62,128608.956,629317.296
2023-11-11,156055.68,3774.24,208886.4,11825.82,131876.595,512418.735
2023-11-12,97770.24,6540.66,364780.8,18783.72,158948.7,646824.12
2023-11-13,102700.8,7989.12,349891.2,16423.74,155301.42,632306.28
2023-11-14,85263.84,2939.22,56851.2,5442.66,68391,218887.92
2023-11-15,25256.16,976.32,23644.8,2427.66,20920.98,73225.92
2023-11-16,60799.68,3391.56,233424,5737.14,85971.36,389323.74
2023-11-17,118985.76,2825.1,486892.8,7970.76,138397.38,755071.8
2023-11-18,107828.64,486,496339.2,7559.82,65620.98,677834.64
2023-11-19,44658.72,8942.58,217785.6,8304.66,60644.46,340336.02
2023-11-20,59371.2,3003.3,75916.8,9325.98,13392.24,161009.52
2023-11-21,27.36,121.32,1152,30.24,173.46,1504.38
2023-11-22,15759.36,126.72,806.4,2198.16,2507.82,21398.46
2023-11-23,88966.08,4152.06,226627.2,10002.42,74914.8,404662.56
2023-11-24,202073.76,1890,529689.6,21472.2,163827.12,918952.68
2023-11-25,120761.28,3353.58,97257.6,10880.82,69431.58,301684.86
2023-11-26,17049.6,139.86,432,422.46,932.88,18976.8
2023-11-27,38367.36,6551.46,200563.2,8765.82,90878.52,345126.36
2023-11-28,33383.52,6696.9,233222.4,12060.54,140687.58,426050.94
2023-11-29,58950.72,1944,68025.6,6566.04,45705.48,181191.84
2023-11-30,134153.28,6890.76,417254.4,20842.38,137697,716837.82
2023-12-01,55663.2,5818.32,341971.2,17915.22,147990,569357.94
2023-12-02,9586.08,2141.28,56016,4998.78,48901.56,121643.7
2023-12-03,72155.52,4074.48,96883.2,6744.78,88755.84,268613.82
2023-12-04,39657.6,280.8,6825.6,2263.68,8895.06,57922.74
2023-12-05,52171.2,247.5,1756.8,2760.3,4398.3,61334.1
2023-12-06,63511.2,877.32,185990.4,9964.26,46176.36,306519.54
2023-12-07,17753.76,1161.18,211392,7980.48,91852.8,330140.22
2023-12-08,135993.6,4705.2,69811.2,13748.04,107468.76,331726.8
2023-12-09,26517.6,383.04,12614.4,6182.1,4421.04,50118.18
2023-12-10,3084.48,1457.1,74563.2,4732.92,45111.9,128949.6
2023-12-11,75641.76,8154.36,268617.6,10517.58,146988.36,509919.66
2023-12-12,162256.32,2427.66,246902.4,14806.26,94227.9,520620.54
2023-12-13,22658.4,5250.96,69984,5031.18,79591.8,182516.34
2023-12-14,66732.48,2350.8,47808,6601.32,64304.4,187797
2023-12-15,152935.2,4683.96,242985.6,16011.18,96327,512942.94
2023-12-16,161681.76,64.62,608688,22510.98,112409.04,905354.4
2023-12-17,66636,5998.68,387734.4,14554.62,124046.94,598970.64
2023-12-18,53910.72,1349.64,26553.6,10600.38,20170.56,112584.9
2023-12-19,42085.44,3573.72,109036.8,15018.48,65630.64,235345.08
2023-12-20,89370.72,2625.12,602611.2,12866.04,166718.4,874191.48
2023-12-21,58191.84,5707.98,548582.4,22210.92,113241.84,747934.98
2023-12-22,72662.4,5805.36,427939.2,19102.5,111640.38,637149.84
2023-12-23,18495.36,2596.68,65606.4,2961.36,28393.56,118053.36
2023-12-24,42222.24,3681.18,91180.8,6389.28,32277.96,175751.46
2023-12-25,6288.48,6636.24,187488,6966.36,57893.52,265272.6
2023-12-26,13034.88,156.42,9216,562.5,929.58,23899.38
2023-12-27,25704,148.32,0,4412.7,623.94,30888.96
2023-12-28,58908.96,700.2,19728,5706.36,7559.82,92603.34
2023-12-29,135692.64,1560.24,43401.6,9274.68,24630.673,214559.833
2023-12-30,13851.36,187.02,7257.6,4978.62,1623.438,27898.038
2023-12-31,115836.48,2121.48,485395.2,20657.16,130346.033,754356.353